key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year
1309.AUS,AUS,3,atpd923,1309,0,Not Seeded,Damir Dzumhur,3,0,26,21,0,42,58,35,5,6,25,44,34,71,39,22,0,56,58,118.06052648,108.118587408,88.856080456,0.617647058823529,0.379310344827586,16,0.724137931034483,1,2014
1128.AUS,AUS,1,atpbc72,1128,0,Not Seeded,Daniel Brands,5,1,71,111,2,145,231,129,41,4,109,63,81,84,48,33,8,66,231,NA,NA,NA,1.37037037037037,0.142857142857143,70,0.627705627705628,1,2014
1109.AUS,AUS,1,atpg676,1109,0,Not Seeded,Daniel Gimeno-Traver,4,1,38,22,3,68,96,68,5,5,43,56,33,63,46,28,50,67,96,121.16738244,108.7399586,89.477451648,0.666666666666667,0.291666666666667,17,0.708333333333333,1,2014
2301.AUS,AUS,3,wta080394,2301,31,Seeded,Daniela Hantuchova,2,0,18,10,1,27,48,28,2,2,15,54,19,54,50,38,17,33,48,102.52624668,95.691163568,78.292770192,0.526315789473684,0.791666666666667,8,0.5625,2,2014
2202.AUS,AUS,2,wta080394,2202,31,Seeded,Daniela Hantuchova,3,0,40,43,4,81,129,74,9,8,53,59,35,72,54,38,44,71,129,NA,NA,NA,1.22857142857143,0.294573643410853,34,0.627906976744186,2,2014
2104.AUS,AUS,1,wta080394,2104,31,Seeded,Daniela Hantuchova,3,0,30,37,5,53,102,55,6,2,43,68,44,78,38,45,38,63,102,99.41939072,93.2056788,79.535512576,0.840909090909091,0.441176470588235,31,0.519607843137255,2,2014
1503.AUS,AUS,5,atpf401,1503,3,Seeded,David Ferrer,4,0,35,30,3,69,119,72,2,1,46,61,46,64,50,39,25,92,119,114.95367052,103.768989064,87.613338072,0.652173913043478,0.327731092436975,28,0.579831932773109,1,2014
1224.AUS,AUS,2,atpf401,1224,3,Seeded,David Ferrer,4,1,40,32,9,74,142,80,0,4,56,68,48,70,47,50,53,95,142,116.196412904,108.118587408,89.477451648,0.666666666666667,0.352112676056338,32,0.52112676056338,1,2014
1148.AUS,AUS,1,atpf401,1148,3,Seeded,David Ferrer,3,0,29,33,8,49,96,44,2,6,28,53,30,64,54,53,67,82,96,119.924640056,108.7399586,90.720194032,1.1,0.552083333333333,31,0.510416666666667,1,2014
1312.AUS,AUS,3,atpf401,1312,3,Seeded,David Ferrer,3,1,29,22,5,61,111,63,2,1,44,72,24,70,71,45,45,83,111,116.196412904,107.497216216,89.477451648,0.916666666666667,0.405405405405405,20,0.54954954954955,1,2014
1406.AUS,AUS,4,atpf401,1406,3,Seeded,David Ferrer,4,1,40,64,9,79,153,74,3,1,55,63,43,74,55,48,47,70,153,117.439155288,106.254473832,87.613338072,1.48837209302326,0.313725490196078,61,0.516339869281046,1,2014
1156.AUS,AUS,1,atpg753,1156,0,Not Seeded,David Guez,3,0,29,20,3,38,67,49,3,0,26,64,39,53,44,34,43,36,67,111.225443368,102.52624668,81.399626152,0.512820512820513,0.507462686567164,17,0.567164179104478,1,2014
1162.AUS,AUS,1,atpi165,1162,0,Not Seeded,Denis Istomin,3,0,32,41,4,72,126,81,9,1,57,77,41,70,63,43,31,75,126,125.516980784,113.089556944,91.341565224,1,0.341269841269841,32,0.571428571428571,1,2014
1231.AUS,AUS,2,atpi165,1231,0,Not Seeded,Denis Istomin,4,1,40,46,5,83,127,64,14,1,47,54,34,73,67,38,63,78,127,124.895609592,111.225443368,90.09882284,1.35294117647059,0.299212598425197,32,0.653543307086614,1,2014
1316.AUS,AUS,3,atpi165,1316,0,Not Seeded,Denis Istomin,3,0,30,14,1,51,71,56,5,1,41,65,26,73,33,26,100,33,71,126.138351976,113.089556944,88.856080456,0.538461538461538,0.366197183098592,9,0.71830985915493,1,2014
1142.AUS,AUS,1,atpkb09,1142,0,Not Seeded,Denis Kudla,3,0,28,31,1,53,78,57,1,2,35,59,45,61,46,30,33,60,78,NA,NA,NA,0.688888888888889,0.384615384615385,30,0.67948717948718,1,2014
1134.AUS,AUS,1,atpw571,1134,0,Not Seeded,Di Wu,3,1,37,33,2,75,125,76,3,5,46,60,36,61,58,38,15,66,125,117.439155288,99.41939072,79.535512576,0.916666666666667,0.304,30,0.6,1,2014
2127.AUS,AUS,1,wta316518,2127,0,Not Seeded,Dinah Pfizenmaier,2,1,22,3,2,47,87,43,3,12,24,48,12,56,50,43,13,NA,87,NA,NA,NA,0.25,0.494252873563218,0,0.540229885057471,2,2014
1161.AUS,AUS,1,atpt315,1161,30,Seeded,Dmitry Tursunov,3,0,25,8,6,63,104,52,8,6,39,53,6,75,51,49,67,NA,104,NA,NA,NA,1.33333333333333,0.471153846153846,0,0.605769230769231,1,2014
1231.AUS,AUS,2,atpt315,1231,30,Seeded,Dmitry Tursunov,4,1,40,31,3,71,106,61,5,5,45,53,44,74,48,30,30,63,106,129.866579128,116.196412904,88.856080456,0.704545454545455,0.283018867924528,26,0.669811320754717,1,2014
1219.AUS,AUS,2,atptb69,1219,0,Not Seeded,Dominic Thiem,3,0,29,28,0,50,69,45,10,3,34,59,21,76,52,24,0,40,69,133.59480628,118.06052648,93.2056788,1.33333333333333,0.347826086956522,18,0.72463768115942,1,2014
1138.AUS,AUS,1,atptb69,1138,0,Not Seeded,Dominic Thiem,4,1,44,20,5,91,148,76,20,3,60,55,3,79,51,40,42,NA,148,NA,NA,NA,6.66666666666667,0.27027027027027,0,0.614864864864865,1,2014
2311.AUS,AUS,3,wta312894,2311,20,Seeded,Dominika Cibulkova,2,0,13,20,5,29,56,27,1,1,21,69,20,78,67,63,56,78,56,101.283504296,93.2056788,80.156883768,1,1.125,19,0.517857142857143,2,2014
2222.AUS,AUS,2,wta312894,2222,20,Seeded,Dominika Cibulkova,2,0,13,17,6,29,55,32,0,2,21,68,13,66,53,68,67,80,55,NA,NA,NA,1.30769230769231,1.23636363636364,17,0.527272727272727,2,2014
2701.AUS,AUS,7,wta312894,2701,20,Seeded,Dominika Cibulkova,2,1,19,11,2,34,58,49,0,7,29,67,28,59,21,40,67,75,58,98.176648336,90.720194032,79.535512576,0.392857142857143,0.689655172413793,11,0.586206896551724,2,2014
2602.AUS,AUS,6,wta312894,2602,20,Seeded,Dominika Cibulkova,2,0,15,21,6,32,63,34,0,2,22,64,20,65,53,62,67,86,63,100.662133104,88.234709264,78.914141384,1.05,0.984126984126984,21,0.507936507936508,2,2014
2503.AUS,AUS,5,wta312894,2503,20,Seeded,Dominika Cibulkova,2,0,15,17,5,30,54,33,0,3,25,77,16,76,50,56,56,75,54,97.555277144,88.856080456,77.671399,1.0625,1.03703703703704,17,0.555555555555556,2,2014
2144.AUS,AUS,1,wta312894,2144,20,Seeded,Dominika Cibulkova,2,0,19,21,3,47,72,44,0,6,33,61,30,75,50,44,43,86,72,103.147617872,87.613338072,78.292770192,0.7,0.611111111111111,21,0.652777777777778,2,2014
2406.AUS,AUS,4,wta312894,2406,20,Seeded,Dominika Cibulkova,3,0,26,16,7,40,87,51,1,5,27,69,28,53,57,52,50,100,87,100.040761912,89.477451648,80.156883768,0.571428571428571,0.597701149425287,15,0.459770114942529,2,2014
1106.AUS,AUS,1,atpy124,1106,0,Not Seeded,Donald Young,4,2,35,34,2,74,124,77,0,5,58,73,33,75,55,40,29,73,124,NA,NA,NA,1.03030303030303,0.32258064516129,34,0.596774193548387,1,2014
1203.AUS,AUS,2,atpy124,1203,0,Not Seeded,Donald Young,5,0,49,47,6,100,158,107,6,15,71,61,78,66,43,39,40,65,158,123.652867208,104.390360256,88.856080456,0.602564102564103,0.246835443037975,41,0.632911392405063,1,2014
1302.AUS,AUS,3,atpy124,1302,0,Not Seeded,Donald Young,3,0,25,17,1,30,56,47,1,5,23,64,32,49,27,34,25,50,56,124.895609592,100.662133104,86.99196688,0.53125,0.607142857142857,16,0.535714285714286,1,2014
2119.AUS,AUS,1,wta318516,2119,0,Not Seeded,Donna Vekic,2,0,16,1,0,26,37,23,1,2,17,47,2,74,35,24,0,NA,37,NA,NA,NA,0.5,0.648648648648649,0,0.702702702702703,2,2014
1158.AUS,AUS,1,atpsc56,1158,0,Not Seeded,Dudi Sela,5,2,53,41,9,97,173,115,5,3,73,68,50,63,44,43,53,47,173,NA,NA,NA,0.82,0.248554913294798,36,0.560693641618497,1,2014
1107.AUS,AUS,1,atpl987,1107,0,Not Seeded,Dusan Lajovic,4,1,42,28,5,83,141,80,7,7,53,61,57,66,58,43,50,47,141,NA,NA,NA,0.491228070175439,0.304964539007092,21,0.588652482269504,1,2014
1204.AUS,AUS,2,atpl987,1204,0,Not Seeded,Dusan Lajovic,3,1,27,17,1,45,68,64,7,3,37,70,49,58,30,28,20,57,68,126.138351976,103.768989064,86.99196688,0.346938775510204,0.411764705882353,10,0.661764705882353,1,2014
1310.AUS,AUS,3,atpr613,1310,0,Not Seeded,Edouard Roger-Vasselin,5,1,53,43,3,114,162,130,8,4,94,74,34,72,44,32,43,59,162,121.788753632,109.982700984,88.856080456,1.26470588235294,0.197530864197531,35,0.703703703703704,1,2014
1139.AUS,AUS,1,atpr613,1139,0,Not Seeded,Edouard Roger-Vasselin,4,2,44,6,7,99,163,109,6,6,67,65,6,61,54,44,44,NA,163,NA,NA,NA,1,0.269938650306748,0,0.607361963190184,1,2014
1220.AUS,AUS,2,atpr613,1220,0,Not Seeded,Edouard Roger-Vasselin,4,1,40,11,7,77,130,70,11,2,49,57,2,70,54,42,41,NA,130,NA,NA,NA,5.5,0.323076923076923,0,0.592307692307692,1,2014
2403.AUS,AUS,4,wta311604,2403,22,Seeded,Ekaterina Makarova,2,0,14,4,0,17,31,27,0,1,14,64,11,52,20,32,0,75,31,100.040761912,92.584307608,78.292770192,0.363636363636364,1.03225806451613,4,0.548387096774194,2,2014
2211.AUS,AUS,2,wta311604,2211,22,Seeded,Ekaterina Makarova,2,0,20,18,5,40,74,35,4,6,26,56,28,74,50,52,38,64,74,101.904875488,92.584307608,74.56454304,0.642857142857143,0.702702702702703,14,0.540540540540541,2,2014
2306.AUS,AUS,3,wta311604,2306,22,Seeded,Ekaterina Makarova,2,0,20,17,6,30,65,31,2,1,17,56,35,55,54,53,67,90,65,103.147617872,94.448421184,75.185914232,0.485714285714286,0.815384615384615,15,0.461538461538462,2,2014
2121.AUS,AUS,1,wta311604,2121,22,Seeded,Ekaterina Makarova,3,0,28,21,5,60,97,69,1,4,43,63,26,62,43,41,42,60,97,100.662133104,93.2056788,76.428656616,0.807692307692308,0.422680412371134,20,0.618556701030928,2,2014
2128.AUS,AUS,1,wta311220,2128,23,Seeded,Elena Vesnina,2,0,16,9,0,27,34,32,2,4,17,62,31,53,50,18,0,100,34,103.147617872,95.691163568,90.720194032,0.290322580645161,0.529411764705882,7,0.794117647058823,2,2014
2230.AUS,AUS,2,wta316738,2230,0,Not Seeded,Elina Svitolina,2,0,22,19,5,41,76,35,7,3,26,53,24,74,48,47,63,73,76,110.604072176,98.798019528,79.535512576,0.791666666666667,0.618421052631579,12,0.539473684210526,2,2014
2315.AUS,AUS,3,wta316738,2315,0,Not Seeded,Elina Svitolina,2,0,22,12,2,38,61,37,0,4,23,57,27,62,54,36,67,53,61,108.118587408,96.31253476,75.185914232,0.444444444444444,0.590163934426229,12,0.622950819672131,2,2014
2160.AUS,AUS,1,wta316738,2160,0,Not Seeded,Elina Svitolina,2,0,18,27,5,34,65,34,5,5,26,61,21,76,36,50,42,67,65,109.361329792,100.662133104,79.535512576,1.28571428571429,0.769230769230769,22,0.523076923076923,2,2014
1160.AUS,AUS,1,atpg858,1160,23,Seeded,Ernests Gulbis,4,1,38,59,3,91,127,76,17,11,59,53,79,78,47,32,60,57,127,138.565775816,129.245207936,100.040761912,0.746835443037975,0.251968503937008,42,0.716535433070866,1,2014
1230.AUS,AUS,2,atpg858,1230,23,Seeded,Ernests Gulbis,3,0,27,19,1,44,59,35,7,4,23,46,41,66,51,21,33,55,59,136.70166224,126.759723168,105.63310264,0.463414634146341,0.355932203389831,12,0.745762711864407,1,2014
2402.AUS,AUS,4,wta316161,2402,30,Seeded,Eugenie Bouchard,3,1,27,29,6,53,94,48,6,1,37,65,28,77,62,47,55,83,94,111.84681456,100.662133104,82.020997344,1.03571428571429,0.5,23,0.563829787234043,2,2014
2501.AUS,AUS,5,wta316161,2501,30,Seeded,Eugenie Bouchard,3,0,32,47,7,62,113,63,2,6,42,58,37,67,43,47,54,79,113,109.361329792,95.691163568,76.428656616,1.27027027027027,0.415929203539823,45,0.548672566371681,2,2014
2601.AUS,AUS,6,wta316161,2601,30,Seeded,Eugenie Bouchard,2,0,18,10,3,18,49,23,2,2,13,45,14,57,18,45,43,80,49,108.7399586,97.555277144,78.292770192,0.714285714285714,0.918367346938776,8,0.36734693877551,2,2014
2113.AUS,AUS,1,wta316161,2113,30,Seeded,Eugenie Bouchard,2,0,19,1,5,46,82,49,1,4,30,64,4,61,57,52,45,NA,82,NA,NA,NA,0.25,0.634146341463415,0,0.560975609756098,2,2014
2207.AUS,AUS,2,wta316161,2207,30,Seeded,Eugenie Bouchard,2,1,21,25,5,43,84,38,4,2,26,50,25,68,45,52,50,43,84,106.254473832,99.41939072,78.914141384,1,0.619047619047619,21,0.511904761904762,2,2014
2304.AUS,AUS,3,wta316161,2304,30,Seeded,Eugenie Bouchard,2,0,16,18,5,33,67,30,4,2,23,61,23,77,53,56,63,60,67,108.7399586,101.283504296,78.292770192,0.782608695652174,0.835820895522388,14,0.492537313432836,2,2014
1157.AUS,AUS,1,atpf510,1157,15,Seeded,Fabio Fognini,2,0,17,21,6,33,78,26,3,4,18,47,31,69,52,54,30,67,78,NA,NA,NA,0.67741935483871,0.692307692307692,18,0.423076923076923,1,2014
1315.AUS,AUS,3,atpf510,1315,15,Seeded,Fabio Fognini,3,0,32,43,4,67,108,55,9,3,41,60,26,75,72,40,40,64,108,126.138351976,110.604072176,88.234709264,1.65384615384615,0.37037037037037,34,0.62037037037037,1,2014
1408.AUS,AUS,4,atpf510,1408,15,Seeded,Fabio Fognini,3,0,23,20,0,45,55,54,3,7,32,59,44,59,35,17,0,69,55,124.895609592,111.84681456,86.370595688,0.454545454545455,0.309090909090909,17,0.818181818181818,1,2014
1229.AUS,AUS,2,atpf510,1229,15,Seeded,Fabio Fognini,4,0,39,51,5,92,144,84,9,12,62,58,60,74,48,39,33,82,144,128.623836744,111.225443368,88.234709264,0.85,0.270833333333333,42,0.638888888888889,1,2014
1123.AUS,AUS,1,atpd874,1123,0,Not Seeded,Federico Delbonis,3,0,30,4,0,54,86,58,4,1,38,63,1,66,47,31,0,NA,86,NA,NA,NA,4,0.36046511627907,0,0.627906976744186,1,2014
1210.AUS,AUS,2,atpl397,1210,26,Seeded,Feliciano Lopez,3,1,33,43,4,68,108,60,8,3,45,62,24,75,62,38,36,81,108,NA,NA,NA,1.79166666666667,0.351851851851852,35,0.62962962962963,1,2014
1305.AUS,AUS,3,atpl397,1305,26,Seeded,Feliciano Lopez,3,1,31,31,1,59,84,56,8,7,39,57,44,70,47,27,100,70,84,132.973435088,119.924640056,96.31253476,0.704545454545455,0.321428571428571,23,0.702380952380952,1,2014
1120.AUS,AUS,1,atpl397,1120,26,Seeded,Feliciano Lopez,3,1,33,12,4,68,110,62,12,2,50,65,2,81,55,40,57,NA,110,NA,NA,NA,6,0.363636363636364,0,0.618181818181818,1,2014
1215.AUS,AUS,2,atpv306,1215,31,Seeded,Fernando Verdasco,5,1,50,56,6,101,156,96,12,18,67,60,71,70,54,38,60,58,156,133.59480628,112.468185752,95.691163568,0.788732394366197,0.243589743589744,44,0.647435897435897,1,2014
1129.AUS,AUS,1,atpv306,1129,31,Seeded,Fernando Verdasco,4,0,38,44,5,83,125,70,20,6,59,61,40,84,53,38,36,64,125,137.323033432,116.817784096,99.41939072,1.1,0.304,24,0.664,1,2014
1125.AUS,AUS,1,atpv254,1125,0,Not Seeded,Filippo Volandri,3,0,30,28,1,55,77,56,2,6,35,57,39,63,47,27,50,65,77,111.84681456,105.011731448,88.234709264,0.717948717948718,0.350649350649351,26,0.714285714285714,1,2014
2215.AUS,AUS,2,wta160391,2215,28,Seeded,Flavia Pennetta,2,0,19,21,2,40,67,24,9,0,22,45,14,92,62,42,33,100,67,109.982700984,101.904875488,81.399626152,1.5,0.626865671641791,12,0.597014925373134,2,2014
2404.AUS,AUS,4,wta160391,2404,28,Seeded,Flavia Pennetta,3,0,29,43,8,45,98,46,8,2,33,60,37,72,39,54,44,63,98,109.361329792,99.41939072,77.671399,1.16216216216216,0.551020408163265,35,0.459183673469388,2,2014
2129.AUS,AUS,1,wta160391,2129,28,Seeded,Flavia Pennetta,2,0,14,28,6,30,66,19,2,3,16,40,21,84,48,61,35,82,66,NA,NA,NA,1.33333333333333,0.924242424242424,26,0.454545454545455,2,2014
2308.AUS,AUS,3,wta160391,2308,28,Seeded,Flavia Pennetta,2,0,19,14,6,32,70,23,3,4,17,44,10,74,52,52,40,60,70,109.982700984,100.040761912,77.671399,1.4,0.742857142857143,11,0.457142857142857,2,2014
2502.AUS,AUS,5,wta160391,2502,28,Seeded,Flavia Pennetta,2,0,16,14,1,25,37,21,3,5,12,39,27,57,39,27,25,100,37,106.875845024,97.555277144,80.156883768,0.518518518518518,0.72972972972973,11,0.675675675675676,2,2014
1142.AUS,AUS,1,atpmb02,1142,0,Not Seeded,Florian Mayer,3,0,28,25,5,58,101,48,6,1,36,58,23,75,63,45,45,79,101,NA,NA,NA,1.08695652173913,0.445544554455446,19,0.574257425742574,1,2014
1221.AUS,AUS,2,atpmb02,1221,0,Not Seeded,Florian Mayer,5,0,46,48,4,92,136,76,19,3,59,60,41,78,65,33,36,69,136,124.2742384,110.604072176,83.263739728,1.17073170731707,0.242647058823529,29,0.676470588235294,1,2014
1311.AUS,AUS,3,atpmb02,1311,0,Not Seeded,Florian Mayer,3,0,28,38,5,57,98,46,17,0,42,68,7,91,68,44,45,92,98,116.817784096,102.52624668,82.020997344,5.42857142857143,0.448979591836735,21,0.581632653061224,1,2014
1406.AUS,AUS,4,atpmb02,1406,0,Not Seeded,Florian Mayer,4,1,40,33,3,79,118,94,4,3,52,61,49,55,46,33,27,52,118,119.924640056,111.225443368,85.127853304,0.673469387755102,0.279661016949153,29,0.669491525423729,1,2014
2144.AUS,AUS,1,wta190666,2144,0,Not Seeded,Francesca Schiavone,2,0,19,14,1,32,57,34,5,2,21,60,27,62,48,35,17,45,57,104.390360256,94.448421184,81.399626152,0.518518518518518,0.614035087719298,9,0.56140350877193,2,2014
1113.AUS,AUS,1,atpd499,1113,0,Not Seeded,Frank Dancevic,3,1,32,36,1,67,97,64,12,3,47,59,14,73,45,28,25,47,97,126.138351976,108.7399586,90.09882284,2.57142857142857,0.288659793814433,24,0.690721649484536,1,2014
1301.AUS,AUS,3,atpmc65,1301,25,Seeded,Gael Monfils,3,0,24,33,0,49,70,68,10,5,39,69,57,57,33,27,0,44,70,134.216177472,118.06052648,95.691163568,0.578947368421053,0.385714285714286,23,0.7,1,2014
1202.AUS,AUS,2,atpmc65,1202,25,Seeded,Gael Monfils,3,1,33,39,4,70,117,56,13,3,47,62,30,84,66,40,36,77,117,132.352063896,116.196412904,93.827049992,1.3,0.341880341880342,26,0.598290598290598,1,2014
1104.AUS,AUS,1,atpmc65,1104,25,Seeded,Gael Monfils,3,0,30,43,3,61,95,50,9,5,43,64,27,86,64,37,75,82,95,136.70166224,118.681897672,93.2056788,1.59259259259259,0.389473684210526,34,0.642105263157895,1,2014
2142.AUS,AUS,1,wta310419,2142,0,Not Seeded,Galina Voskoboeva,3,0,34,3,6,59,109,60,3,3,41,64,3,68,53,46,55,NA,109,NA,NA,NA,1,0.422018348623853,0,0.541284403669725,2,2014
2221.AUS,AUS,2,wta310419,2221,0,Not Seeded,Galina Voskoboeva,3,1,36,50,7,63,121,63,3,13,40,55,67,63,44,44,41,64,121,106.875845024,90.720194032,67.729459928,0.746268656716418,0.363636363636364,47,0.520661157024793,2,2014
2227.AUS,AUS,2,wta316239,2227,0,Not Seeded,Garbine Muguruza,2,0,18,24,6,34,66,32,6,6,23,56,33,72,44,59,75,44,66,108.118587408,99.41939072,85.127853304,0.727272727272727,0.893939393939394,18,0.515151515151515,2,2014
2153.AUS,AUS,1,wta316239,2153,0,Not Seeded,Garbine Muguruza,3,0,24,26,5,48,85,40,5,4,28,51,31,70,53,49,42,33,85,NA,NA,NA,0.838709677419355,0.576470588235294,21,0.564705882352941,2,2014
2407.AUS,AUS,4,wta316239,2407,0,Not Seeded,Garbine Muguruza,2,0,16,23,0,28,49,33,3,3,18,56,44,55,38,32,0,43,49,106.875845024,100.040761912,83.88511092,0.522727272727273,0.653061224489796,20,0.571428571428571,2,2014
2314.AUS,AUS,3,wta316239,2314,0,Not Seeded,Garbine Muguruza,3,0,31,33,7,53,96,61,5,7,37,64,56,61,47,46,70,71,96,105.63310264,98.176648336,82.642368536,0.589285714285714,0.479166666666667,28,0.552083333333333,2,2014
1214.AUS,AUS,2,atpsd32,1214,18,Seeded,Gilles Simon,5,2,51,7,10,106,171,89,7,8,65,49,8,73,45,44,83,NA,171,NA,NA,NA,0.875,0.257309941520468,0,0.619883040935672,1,2014
1307.AUS,AUS,3,atpsd32,1307,18,Seeded,Gilles Simon,3,1,31,21,0,56,79,43,7,3,34,53,25,79,58,25,0,82,79,123.031496016,112.468185752,85.127853304,0.84,0.316455696202532,14,0.708860759493671,1,2014
1128.AUS,AUS,1,atpsd32,1128,18,Seeded,Gilles Simon,5,1,71,75,4,171,230,143,32,18,114,56,53,80,50,29,40,67,230,NA,NA,NA,1.41509433962264,0.126086956521739,43,0.743478260869565,1,2014
1117.AUS,AUS,1,atpsc47,1117,0,Not Seeded,Go Soeda,3,0,23,23,0,34,49,45,6,3,28,61,33,62,21,25,0,69,49,121.16738244,109.361329792,89.477451648,0.696969696969697,0.510204081632653,17,0.693877551020408,1,2014
1206.AUS,AUS,2,atpd875,1206,22,Seeded,Grigor Dimitrov,3,1,31,36,5,67,117,57,15,7,49,59,35,86,46,43,24,56,117,134.216177472,121.788753632,96.31253476,1.02857142857143,0.367521367521368,21,0.572649572649573,1,2014
1303.AUS,AUS,3,atpd875,1303,22,Seeded,Grigor Dimitrov,4,1,41,49,2,88,128,66,15,5,55,60,13,83,75,32,50,80,128,134.837548664,120.546011248,97.555277144,3.76923076923077,0.25,34,0.6875,1,2014
1402.AUS,AUS,4,atpd875,1402,22,Seeded,Grigor Dimitrov,4,0,36,38,4,78,114,67,11,3,57,60,34,85,47,35,80,66,114,136.080291048,119.303268864,95.069792376,1.11764705882353,0.307017543859649,27,0.684210526315789,1,2014
1112.AUS,AUS,1,atpd875,1112,22,Seeded,Grigor Dimitrov,4,1,42,14,4,85,133,62,14,4,55,57,4,89,65,37,50,NA,133,NA,NA,NA,3.5,0.278195488721804,0,0.639097744360902,1,2014
1501.AUS,AUS,5,atpd875,1501,22,Seeded,Grigor Dimitrov,4,2,43,54,3,96,132,90,16,5,64,58,61,71,49,29,50,68,132,136.080291048,117.439155288,94.448421184,0.885245901639344,0.21969696969697,38,0.727272727272727,1,2014
1140.AUS,AUS,1,atpg476,1140,0,Not Seeded,Guillermo Garcia-Lopez,2,0,19,19,4,38,65,35,7,3,27,58,9,77,44,45,100,60,65,120.546011248,111.84681456,84.506482112,2.11111111111111,0.692307692307692,12,0.584615384615385,1,2014
1220.AUS,AUS,2,atpg476,1220,0,Not Seeded,Guillermo Garcia-Lopez,4,1,40,9,4,72,117,64,9,10,46,51,10,72,43,37,31,NA,117,NA,NA,NA,0.9,0.316239316239316,0,0.615384615384615,1,2014
2113.AUS,AUS,1,wta317359,2113,0,Not Seeded,Hao Chen Tang,2,0,19,1,2,33,64,39,1,6,21,57,6,54,40,40,29,NA,64,NA,NA,NA,0.166666666666667,0.625,0,0.515625,2,2014
2104.AUS,AUS,1,wta316981,2104,0,Not Seeded,Heather Watson,3,0,30,27,4,60,88,67,8,3,41,61,45,61,45,35,57,77,88,107.497216216,95.691163568,74.56454304,0.6,0.397727272727273,19,0.681818181818182,2,2014
1122.AUS,AUS,1,atpz184,1122,0,Not Seeded,Horacio Zeballos,3,1,34,11,2,61,85,60,11,4,43,60,4,72,45,27,50,NA,85,NA,NA,NA,2.75,0.317647058823529,0,0.717647058823529,1,2014
