key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year
1102.AUS,AUS,1,atpsf36,1102,0,Not Seeded,Igor Sijsling,4,2,40,53,4,79,135,72,20,5,56,59,47,78,45,38,44,64,135,128.623836744,116.196412904,88.234709264,1.12765957446809,0.281481481481481,33,0.585185185185185,1,2014
2122.AUS,AUS,1,wta314545,2122,0,Not Seeded,Irina Falconi,2,0,16,3,6,31,60,27,3,3,18,53,3,67,54,58,86,NA,60,NA,NA,NA,1,0.966666666666667,0,0.516666666666667,2,2014
2211.AUS,AUS,2,wta314545,2211,0,Not Seeded,Irina Falconi,2,0,20,18,2,32,55,49,0,2,22,74,40,45,59,37,50,43,55,96.933905952,86.99196688,75.185914232,0.45,0.672727272727273,18,0.581818181818182,2,2014
2142.AUS,AUS,1,wta313169,2142,0,Not Seeded,Irina-Camelia Begu,3,0,34,2,5,59,94,68,2,7,44,62,7,65,37,37,56,NA,94,NA,NA,NA,0.285714285714286,0.393617021276596,0,0.627659574468085,2,2014
1218.AUS,AUS,2,atpd646,1218,32,Seeded,Ivan Dodig,4,0,34,37,3,59,91,51,13,2,39,55,43,76,49,34,43,63,91,NA,NA,NA,0.86046511627907,0.373626373626374,24,0.648351648351648,1,2014
1136.AUS,AUS,1,atpd646,1136,32,Seeded,Ivan Dodig,3,2,35,41,2,80,108,83,8,2,68,83,7,82,71,28,67,69,108,NA,NA,NA,5.85714285714286,0.259259259259259,33,0.740740740740741,1,2014
1136.AUS,AUS,1,atpk336,1136,0,Not Seeded,Ivo Karlovic,3,2,35,48,1,73,93,67,25,1,55,66,27,82,53,20,33,48,93,NA,NA,NA,1.77777777777778,0.21505376344086,23,0.78494623655914,1,2014
1103.AUS,AUS,1,atpsm25,1103,0,Not Seeded,Jack Sock,4,1,43,16,4,97,146,74,16,12,54,50,12,73,58,36,40,NA,146,NA,NA,NA,1.33333333333333,0.246575342465753,0,0.664383561643836,1,2014
1202.AUS,AUS,2,atpsm25,1202,0,Not Seeded,Jack Sock,3,1,33,34,1,71,92,69,5,9,48,58,37,70,47,23,100,55,92,134.837548664,121.16738244,101.904875488,0.918918918918919,0.25,29,0.771739130434783,1,2014
1132.AUS,AUS,1,atpd994,1132,0,Not Seeded,James Duckworth,3,0,28,34,0,55,74,48,13,3,36,52,38,75,43,24,0,56,74,134.216177472,109.361329792,100.662133104,0.894736842105263,0.324324324324324,21,0.743243243243243,1,2014
1135.AUS,AUS,1,atph571,1135,0,Not Seeded,Jan Hajek,3,0,25,2,1,37,55,60,2,6,31,73,6,52,27,26,50,NA,55,NA,NA,NA,0.333333333333333,0.472727272727273,0,0.672727272727273,1,2014
1141.AUS,AUS,1,atpsl28,1141,0,Not Seeded,Jan-Lennard Struff,3,0,25,20,2,36,66,37,2,8,24,49,61,65,32,35,40,68,66,NA,NA,NA,0.327868852459016,0.53030303030303,18,0.545454545454545,1,2014
2161.AUS,AUS,1,wta316774,2161,0,Not Seeded,Jana Cepelova,3,1,29,2,5,35,81,56,2,5,28,69,5,50,28,46,42,NA,81,NA,NA,NA,0.4,0.567901234567901,0,0.432098765432099,2,2014
1158.AUS,AUS,1,atpn289,1158,0,Not Seeded,Jarkko Nieminen,5,2,53,57,10,100,173,105,2,6,66,60,72,63,48,43,59,69,173,NA,NA,NA,0.791666666666667,0.248554913294798,55,0.578034682080925,1,2014
1229.AUS,AUS,2,atpn289,1229,0,Not Seeded,Jarkko Nieminen,4,0,39,24,2,80,134,86,3,5,57,65,37,66,50,37,13,63,134,123.652867208,106.875845024,79.535512576,0.648648648648649,0.276119402985075,21,0.597014925373134,1,2014
2125.AUS,AUS,1,wta310169,2125,0,Not Seeded,Jarmila Gajdosova,3,0,23,41,4,41,80,39,2,6,29,53,31,74,35,44,36,67,80,116.817784096,103.768989064,83.263739728,1.32258064516129,0.55,39,0.5125,2,2014
2217.AUS,AUS,2,wta100153,2217,8,Seeded,Jelena Jankovic,2,0,14,25,6,26,53,23,9,4,19,59,14,83,44,68,100,0,53,106.254473832,98.176648336,84.506482112,1.78571428571429,1.28301886792453,16,0.490566037735849,2,2014
2133.AUS,AUS,1,wta100153,2133,8,Seeded,Jelena Jankovic,2,0,15,20,5,34,59,32,6,6,23,60,19,72,52,60,63,50,59,109.361329792,101.904875488,83.263739728,1.05263157894737,1.01694915254237,14,0.576271186440678,2,2014
2309.AUS,AUS,3,wta100153,2309,8,Seeded,Jelena Jankovic,2,0,22,12,7,36,72,43,1,3,23,62,33,53,50,55,78,50,72,106.254473832,96.31253476,80.77825496,0.363636363636364,0.763888888888889,11,0.5,2,2014
2405.AUS,AUS,4,wta100153,2405,8,Seeded,Jelena Jankovic,3,0,24,23,4,43,69,56,2,2,32,67,43,57,39,39,50,67,69,108.7399586,99.41939072,82.642368536,0.534883720930233,0.565217391304348,21,0.623188405797101,2,2014
1223.AUS,AUS,2,atpca12,1223,29,Seeded,Jeremy Chardy,4,3,51,76,5,104,164,96,22,10,74,60,73,77,46,37,36,63,164,133.59480628,122.410124824,102.52624668,1.04109589041096,0.225609756097561,54,0.634146341463415,1,2014
1145.AUS,AUS,1,atpca12,1145,29,Seeded,Jeremy Chardy,3,0,28,31,4,62,94,58,9,2,46,66,27,79,53,37,44,92,94,NA,NA,NA,1.14814814814815,0.393617021276596,22,0.659574468085106,1,2014
1312.AUS,AUS,3,atpca12,1312,29,Seeded,Jeremy Chardy,3,1,29,30,1,61,87,64,8,8,44,58,51,69,36,30,33,63,87,131.730692704,122.410124824,100.662133104,0.588235294117647,0.344827586206897,22,0.701149425287356,1,2014
1311.AUS,AUS,3,atpj397,1311,20,Seeded,Jerzy Janowicz,3,0,28,34,0,52,63,49,3,7,34,53,44,69,41,16,0,73,63,136.70166224,115.575041712,93.827049992,0.772727272727273,0.253968253968254,31,0.825396825396825,1,2014
1144.AUS,AUS,1,atpj397,1144,20,Seeded,Jerzy Janowicz,5,0,42,62,5,101,153,103,18,11,74,64,64,72,46,40,56,67,153,140.429889392,121.788753632,102.52624668,0.96875,0.261437908496732,44,0.660130718954248,1,2014
1222.AUS,AUS,2,atpj397,1222,20,Seeded,Jerzy Janowicz,4,2,45,63,3,101,151,107,15,5,76,67,47,71,48,35,27,61,151,139.187147008,120.546011248,103.147617872,1.34042553191489,0.231788079470199,48,0.66887417218543,1,2014
1145.AUS,AUS,1,atph704,1145,0,Not Seeded,Jesse Huta Galung,3,0,28,30,0,54,80,49,9,7,41,57,33,84,35,30,0,82,80,NA,NA,NA,0.909090909090909,0.375,21,0.675,1,2014
2109.AUS,AUS,1,wta260144,2109,0,Not Seeded,Jie Zheng,2,0,19,26,5,36,67,42,0,2,26,68,25,62,50,51,71,50,67,95.691163568,85.127853304,74.56454304,1.04,0.761194029850746,26,0.537313432835821,2,2014
2205.AUS,AUS,2,wta260144,2205,0,Not Seeded,Jie Zheng,3,1,32,19,7,54,102,81,0,4,40,76,48,49,56,46,70,67,102,107.497216216,84.506482112,75.807285424,0.395833333333333,0.450980392156863,19,0.529411764705882,2,2014
2303.AUS,AUS,3,wta260144,2303,0,Not Seeded,Jie Zheng,2,0,18,15,2,29,45,38,0,5,18,64,28,47,52,32,67,50,45,100.040761912,84.506482112,77.050027808,0.535714285714286,0.711111111111111,15,0.644444444444444,2,2014
1111.AUS,AUS,1,atpw373,1111,0,Not Seeded,Jimmy Wang,3,0,24,1,3,44,76,64,1,3,32,63,3,50,32,42,43,NA,76,NA,NA,NA,0.333333333333333,0.552631578947368,0,0.578947368421053,1,2014
1137.AUS,AUS,1,atpv708,1137,0,Not Seeded,Jiri Vesely,5,1,51,16,2,112,154,92,16,10,69,57,10,75,61,29,33,NA,154,NA,NA,NA,1.6,0.188311688311688,0,0.727272727272727,1,2014
1307.AUS,AUS,3,atpt786,1307,10,Seeded,Jo-Wilfried Tsonga,3,1,31,40,3,69,94,61,17,0,49,66,29,80,65,31,50,74,94,138.565775816,117.439155288,92.584307608,1.37931034482759,0.329787234042553,23,0.734042553191489,1,2014
1404.AUS,AUS,4,atpt786,1404,10,Seeded,Jo-Wilfried Tsonga,3,0,31,29,0,55,72,46,8,1,32,52,28,70,55,20,0,44,72,139.187147008,118.681897672,90.720194032,1.03571428571429,0.277777777777778,21,0.763888888888889,1,2014
1125.AUS,AUS,1,atpt786,1125,10,Seeded,Jo-Wilfried Tsonga,3,0,30,36,5,60,104,51,15,1,37,62,25,73,74,44,38,80,104,132.352063896,114.332299328,85.127853304,1.44,0.423076923076923,21,0.576923076923077,1,2014
1213.AUS,AUS,2,atpt786,1213,10,Seeded,Jo-Wilfried Tsonga,3,1,33,47,3,69,110,59,14,6,51,64,28,86,55,39,33,67,110,135.458919856,118.681897672,93.827049992,1.67857142857143,0.354545454545455,33,0.627272727272727,1,2014
1138.AUS,AUS,1,atpsh90,1138,0,Not Seeded,Joao Sousa,4,1,44,8,3,87,133,94,8,0,57,65,0,61,60,34,38,NA,133,NA,NA,NA,Inf,0.255639097744361,0,0.654135338345865,1,2014
2164.AUS,AUS,1,wta311593,2164,0,Not Seeded,Johanna Larsson,2,1,21,13,3,29,59,46,2,5,24,72,29,52,28,40,30,80,59,106.875845024,89.477451648,81.399626152,0.448275862068966,0.677966101694915,11,0.491525423728814,2,2014
1124.AUS,AUS,1,atpi186,1124,13,Seeded,John Isner,2,1,21,23,0,42,52,52,10,0,36,78,24,69,40,18,0,50,52,133.59480628,116.196412904,100.040761912,0.958333333333333,0.346153846153846,13,0.807692307692308,1,2014
1144.AUS,AUS,1,atptc61,1144,0,Not Seeded,Jordan Thompson,5,0,42,40,3,79,140,79,13,8,58,60,36,73,40,38,30,64,140,132.352063896,115.575041712,94.448421184,1.11111111111111,0.271428571428571,27,0.564285714285714,1,2014
1208.AUS,AUS,2,atpd683,1208,5,Seeded,Juan Martin Del Potro,5,0,53,53,4,97,152,106,28,2,76,72,41,72,50,33,24,52,152,132.352063896,118.06052648,93.827049992,1.29268292682927,0.217105263157895,25,0.638157894736842,1,2014
1116.AUS,AUS,1,atpd683,1116,5,Seeded,Juan Martin Del Potro,4,1,42,46,4,85,122,74,16,3,62,64,29,84,56,32,50,75,122,134.216177472,119.303268864,95.069792376,1.58620689655172,0.262295081967213,30,0.69672131147541,1,2014
1160.AUS,AUS,1,atpma21,1160,0,Not Seeded,Juan Monaco,4,1,38,16,3,75,128,84,0,4,63,76,35,75,44,37,25,69,128,119.303268864,103.147617872,88.234709264,0.457142857142857,0.2890625,16,0.5859375,1,2014
2120.AUS,AUS,1,wta312889,2120,0,Not Seeded,Julia Glushko,3,0,28,6,2,55,82,54,6,3,35,61,3,65,57,32,29,NA,82,NA,NA,NA,2,0.390243902439024,0,0.670731707317073,2,2014
2208.AUS,AUS,2,wta313381,2208,0,Not Seeded,Julia Goerges,3,0,30,42,3,56,98,60,6,1,45,71,47,75,46,39,23,80,98,113.089556944,99.41939072,84.506482112,0.893617021276596,0.397959183673469,36,0.571428571428571,2,2014
2116.AUS,AUS,1,wta313381,2116,0,Not Seeded,Julia Goerges,2,0,17,39,5,35,65,29,4,2,20,50,36,69,52,54,56,70,65,110.604072176,104.390360256,80.156883768,1.08333333333333,0.830769230769231,35,0.538461538461538,2,2014
1126.AUS,AUS,1,atpr782,1126,0,Not Seeded,Julian Reister,3,1,32,21,4,57,93,55,4,9,41,60,36,75,43,36,50,42,93,NA,NA,NA,0.583333333333333,0.387096774193548,17,0.612903225806452,1,2014
1154.AUS,AUS,1,atpb747,1154,0,Not Seeded,Julien Benneteau,5,0,43,49,7,86,152,87,16,4,62,66,46,71,55,45,37,70,152,NA,NA,NA,1.06521739130435,0.296052631578947,33,0.565789473684211,1,2014
1227.AUS,AUS,2,atpb747,1227,0,Not Seeded,Julien Benneteau,4,2,42,64,1,95,138,96,14,6,68,62,65,71,46,30,9,65,138,127.38109436,113.089556944,93.827049992,0.984615384615385,0.217391304347826,50,0.688405797101449,1,2014
2153.AUS,AUS,1,wta110536,2153,24,Seeded,Kaia Kanepi,3,0,24,22,3,39,69,49,6,3,27,64,39,55,44,38,33,75,69,NA,NA,NA,0.564102564102564,0.550724637681159,16,0.565217391304348,2,2014
2147.AUS,AUS,1,wta311299,2147,0,Not Seeded,Karin Knapp,2,0,18,4,5,34,69,35,4,3,26,61,3,74,36,51,50,NA,69,NA,NA,NA,1.33333333333333,0.739130434782609,0,0.492753623188406,2,2014
2224.AUS,AUS,2,wta311299,2224,0,Not Seeded,Karin Knapp,3,0,37,20,6,63,112,64,3,9,40,53,55,63,41,42,67,86,112,110.604072176,101.904875488,86.370595688,0.363636363636364,0.375,17,0.5625,2,2014
2202.AUS,AUS,2,wta313974,2202,0,Not Seeded,Karolina Pliskova,3,0,40,57,3,78,123,69,11,6,50,55,60,72,49,36,21,88,123,NA,NA,NA,0.95,0.292682926829268,46,0.634146341463415,2,2014
2103.AUS,AUS,1,wta313974,2103,0,Not Seeded,Karolina Pliskova,2,0,13,5,5,33,64,30,5,0,26,60,0,87,35,61,36,NA,64,NA,NA,NA,Inf,0.953125,0,0.515625,2,2014
2140.AUS,AUS,1,wta313806,2140,0,Not Seeded,Katarzyna Piter,2,0,13,5,0,13,24,27,1,3,12,77,25,44,13,27,0,63,24,100.662133104,90.720194032,78.292770192,0.2,1.125,4,0.541666666666667,2,2014
2138.AUS,AUS,1,wta320301,2138,0,Not Seeded,Katerina Siniakova,2,0,18,2,2,32,58,37,2,3,22,57,3,59,36,40,33,NA,58,NA,NA,NA,0.666666666666667,0.689655172413793,0,0.551724137931034,2,2014
1302.AUS,AUS,3,atpn552,1302,16,Seeded,Kei Nishikori,3,0,25,30,8,50,93,41,3,1,29,54,27,71,60,59,67,43,93,119.924640056,109.361329792,90.720194032,1.11111111111111,0.634408602150538,27,0.537634408602151,1,2014
1204.AUS,AUS,2,atpn552,1204,16,Seeded,Kei Nishikori,3,1,27,30,6,58,104,52,5,3,43,64,27,83,52,51,50,71,104,122.410124824,108.118587408,88.234709264,1.11111111111111,0.490384615384615,25,0.557692307692308,1,2014
1108.AUS,AUS,1,atpn552,1108,16,Seeded,Kei Nishikori,5,0,47,44,7,93,167,94,6,6,68,66,50,72,52,43,47,69,167,123.031496016,107.497216216,85.127853304,0.88,0.25748502994012,38,0.55688622754491,1,2014
1401.AUS,AUS,4,atpn552,1401,16,Seeded,Kei Nishikori,3,2,38,36,4,67,110,76,2,1,51,66,51,67,41,35,40,80,110,123.652867208,110.604072176,91.962936416,0.705882352941177,0.318181818181818,34,0.609090909090909,1,2014
1134.AUS,AUS,1,atpd750,1134,0,Not Seeded,Kenny De Schepper,3,1,37,58,4,83,134,83,19,13,63,62,66,76,40,40,36,66,134,132.973435088,114.332299328,101.283504296,0.878787878787879,0.298507462686567,39,0.619402985074627,1,2014
1217.AUS,AUS,2,atpd750,1217,0,Not Seeded,Kenny De Schepper,3,0,26,29,0,43,57,53,8,9,33,63,32,62,32,21,0,56,57,135.458919856,114.95367052,105.011731448,0.90625,0.368421052631579,21,0.754385964912281,1,2014
1219.AUS,AUS,2,atpa678,1219,19,Seeded,Kevin Anderson,3,0,29,30,3,61,87,52,15,5,43,65,22,83,64,34,60,80,87,135.458919856,123.652867208,108.118587408,1.36363636363636,0.390804597701149,15,0.701149425287356,1,2014
1405.AUS,AUS,4,atpa678,1405,19,Seeded,Kevin Anderson,3,0,25,31,0,49,66,63,16,1,40,72,30,63,38,24,0,32,66,131.730692704,120.546011248,106.254473832,1.03333333333333,0.363636363636364,15,0.742424242424242,1,2014
1137.AUS,AUS,1,atpa678,1137,19,Seeded,Kevin Anderson,5,1,51,21,3,104,154,92,21,9,76,63,9,83,52,31,21,NA,154,NA,NA,NA,2.33333333333333,0.201298701298701,0,0.675324675324675,1,2014
1310.AUS,AUS,3,atpa678,1310,19,Seeded,Kevin Anderson,5,1,53,82,3,103,164,101,27,6,77,67,69,76,52,35,25,73,164,136.70166224,123.031496016,106.254473832,1.18840579710145,0.213414634146341,55,0.628048780487805,1,2014
2108.AUS,AUS,1,wta314584,2108,0,Not Seeded,Kiki Bertens,2,0,20,23,6,26,61,40,2,4,15,61,35,38,42,51,55,63,61,106.254473832,98.798019528,85.749224496,0.657142857142857,0.836065573770492,21,0.426229508196721,2,2014
2118.AUS,AUS,1,wta040130,2118,0,Not Seeded,Kimiko Date-Krumm,3,0,29,29,8,41,87,67,1,4,31,71,47,46,36,53,62,53,87,93.2056788,85.127853304,75.807285424,0.617021276595745,0.609195402298851,28,0.471264367816092,2,2014
2206.AUS,AUS,2,wta310331,2206,18,Seeded,Kirsten Flipkens,2,0,15,17,1,25,38,28,0,7,15,48,29,54,33,32,100,77,38,106.875845024,97.555277144,83.88511092,0.586206896551724,0.842105263157895,17,0.657894736842105,2,2014
2112.AUS,AUS,1,wta310331,2112,18,Seeded,Kirsten Flipkens,2,0,15,14,5,29,54,21,7,2,18,57,4,86,69,57,83,50,54,103.147617872,95.069792376,83.263739728,3.5,1.05555555555556,7,0.537037037037037,2,2014
2105.AUS,AUS,1,wta110492,2105,0,Not Seeded,Klara Zakopalova,2,0,19,27,4,25,60,30,1,5,18,50,27,60,23,47,29,67,60,105.63310264,88.856080456,72.079058272,1,0.783333333333333,26,0.416666666666667,2,2014
2143.AUS,AUS,1,wta315616,2143,0,Not Seeded,Kristina Mladenovic,2,0,24,23,1,48,61,38,3,8,29,48,41,76,46,22,100,64,61,NA,NA,NA,0.560975609756098,0.360655737704918,20,0.786885245901639,2,2014
2218.AUS,AUS,2,wta314344,2218,0,Not Seeded,Kurumi Nara,2,0,19,8,4,41,59,45,0,2,26,66,26,58,65,43,100,50,59,NA,NA,NA,0.307692307692308,0.728813559322034,8,0.694915254237288,2,2014
2309.AUS,AUS,3,wta314344,2309,0,Not Seeded,Kurumi Nara,2,0,22,19,5,30,63,57,0,2,25,86,43,44,56,48,71,72,63,95.691163568,88.234709264,76.428656616,0.441860465116279,0.761904761904762,19,0.476190476190476,2,2014
2135.AUS,AUS,1,wta314344,2135,0,Not Seeded,Kurumi Nara,3,0,31,23,8,49,103,66,1,6,39,74,37,59,43,49,50,50,103,99.41939072,83.263739728,73.321800656,0.621621621621622,0.475728155339806,22,0.475728155339806,2,2014
2102.AUS,AUS,1,wta315296,2102,0,Not Seeded,Lara Arruabarrena,3,0,26,0,4,43,74,48,0,3,33,62,3,69,33,42,57,NA,74,NA,NA,NA,0,0.567567567567568,0,0.581081081081081,2,2014
2112.AUS,AUS,1,wta316629,2112,0,Not Seeded,Laura Robson,2,0,15,12,0,19,27,25,2,5,14,57,32,56,26,22,0,60,27,108.7399586,100.040761912,88.234709264,0.375,0.814814814814815,10,0.703703703703704,2,2014
2115.AUS,AUS,1,wta317414,2115,0,Not Seeded,Lauren Davis,2,0,18,15,6,30,63,31,0,0,23,61,23,74,35,56,86,58,63,96.933905952,86.370595688,75.807285424,0.652173913043478,0.888888888888889,15,0.476190476190476,2,2014
2208.AUS,AUS,2,wta317414,2208,0,Not Seeded,Lauren Davis,3,0,30,14,3,66,94,74,0,6,51,69,20,69,44,33,43,71,94,99.41939072,86.99196688,75.807285424,0.7,0.351063829787234,14,0.702127659574468,2,2014
2304.AUS,AUS,3,wta317414,2304,0,Not Seeded,Lauren Davis,2,0,16,7,1,27,43,47,0,1,24,77,31,51,21,33,33,75,43,100.040761912,84.506482112,73.943171848,0.225806451612903,0.767441860465116,7,0.627906976744186,2,2014
1163.AUS,AUS,1,atpmd56,1163,0,Not Seeded,Leonardo Mayer,3,0,23,13,7,44,80,33,13,1,31,61,1,94,62,53,50,NA,80,NA,NA,NA,13,0.6625,0,0.55,1,2014
1232.AUS,AUS,2,atpmd56,1232,0,Not Seeded,Leonardo Mayer,3,0,26,14,0,45,59,44,3,7,28,52,39,64,41,21,0,64,59,128.623836744,120.546011248,106.254473832,0.358974358974359,0.355932203389831,11,0.76271186440678,1,2014
2139.AUS,AUS,1,wta315295,2139,0,Not Seeded,Lesia Tsurenko,3,0,27,9,3,55,92,57,1,3,35,63,34,61,59,39,33,0,92,NA,NA,NA,0.264705882352941,0.423913043478261,8,0.597826086956522,2,2014
1105.AUS,AUS,1,atph432,1105,0,Not Seeded,Lleyton Hewitt,5,1,58,54,7,114,178,90,23,5,76,51,61,84,44,36,54,57,178,120.546011248,106.875845024,86.370595688,0.885245901639344,0.202247191011236,31,0.640449438202247,1,2014
2156.AUS,AUS,1,wta040300,2156,0,Not Seeded,Lourdes Dominguez Lino,2,0,14,9,1,18,31,28,0,2,10,58,30,36,40,32,50,71,31,103.768989064,93.2056788,70.836315888,0.3,1.03225806451613,9,0.580645161290323,2,2014
1107.AUS,AUS,1,atppf39,1107,0,Not Seeded,Lucas Pouille,4,1,42,41,4,77,126,83,2,10,55,61,88,66,42,37,50,59,126,NA,NA,NA,0.465909090909091,0.293650793650794,39,0.611111111111111,1,2014
2119.AUS,AUS,1,wta310849,2119,0,Not Seeded,Lucie Hradecka,2,0,16,9,4,35,58,25,9,4,23,54,4,92,57,47,57,NA,58,NA,NA,NA,2.25,0.810344827586207,0,0.603448275862069,2,2014
2210.AUS,AUS,2,wta310849,2210,0,Not Seeded,Lucie Hradecka,3,1,28,9,0,59,90,46,9,9,33,44,9,72,44,32,0,NA,90,NA,NA,NA,1,0.355555555555556,0,0.655555555555556,2,2014
2120.AUS,AUS,1,wta310553,2120,26,Seeded,Lucie Safarova,3,0,28,3,4,58,92,50,3,4,37,59,4,74,60,38,50,NA,92,NA,NA,NA,0.75,0.41304347826087,0,0.630434782608696,2,2014
2305.AUS,AUS,3,wta310553,2305,26,Seeded,Lucie Safarova,3,1,29,21,6,50,99,52,2,7,33,59,43,63,47,45,38,83,99,108.118587408,93.2056788,76.428656616,0.488372093023256,0.454545454545455,19,0.505050505050505,2,2014
2210.AUS,AUS,2,wta310553,2210,26,Seeded,Lucie Safarova,3,1,28,6,4,67,113,61,6,7,47,62,7,77,54,44,31,NA,113,NA,NA,NA,0.857142857142857,0.389380530973451,0,0.592920353982301,2,2014
1164.AUS,AUS,1,atpl797,1164,0,Not Seeded,Lukas Lacko,3,1,29,17,1,53,70,56,5,1,35,61,29,63,50,22,33,73,70,124.895609592,113.089556944,95.069792376,0.586206896551724,0.314285714285714,12,0.757142857142857,1,2014
1153.AUS,AUS,1,atpr685,1153,0,Not Seeded,Lukas Rosol,5,2,56,82,3,113,152,94,11,12,72,51,96,77,45,27,43,64,152,NA,NA,NA,0.854166666666667,0.177631578947368,71,0.743421052631579,1,2014
1155.AUS,AUS,1,atpk540,1155,0,Not Seeded,Lukasz Kubot,5,0,46,8,6,93,141,100,8,12,68,60,12,68,37,36,43,NA,141,NA,NA,NA,0.666666666666667,0.25531914893617,0,0.659574468085106,1,2014
2132.AUS,AUS,1,wta317033,2132,0,Not Seeded,Luksika Kumkhum,3,0,25,28,5,46,92,36,4,6,26,48,27,72,51,47,31,88,92,103.147617872,93.827049992,82.642368536,1.03703703703704,0.510869565217391,24,0.5,2,2014
2216.AUS,AUS,2,wta317033,2216,0,Not Seeded,Luksika Kumkhum,3,0,29,37,3,51,94,47,4,8,38,58,39,81,38,41,43,88,94,103.147617872,90.720194032,82.020997344,0.948717948717949,0.436170212765957,33,0.542553191489362,2,2014
2205.AUS,AUS,2,wta316959,2205,0,Not Seeded,Madison Keys,3,1,32,30,8,57,109,66,3,1,39,63,43,59,46,49,50,55,109,118.681897672,97.555277144,75.185914232,0.697674418604651,0.44954128440367,27,0.522935779816514,2,2014
2110.AUS,AUS,1,wta316959,2110,0,Not Seeded,Madison Keys,3,1,37,11,8,75,135,65,11,4,45,52,4,69,49,49,80,NA,135,NA,NA,NA,2.75,0.362962962962963,0,0.555555555555556,2,2014
2136.AUS,AUS,1,wta312580,2136,32,Seeded,Magdalena Rybarikova,2,0,17,18,5,35,66,36,4,1,27,67,16,75,44,52,63,56,66,109.982700984,101.904875488,75.807285424,1.125,0.787878787878788,14,0.53030303030303,2,2014
2218.AUS,AUS,2,wta312580,2218,32,Seeded,Magdalena Rybarikova,2,0,19,13,2,24,51,22,4,1,16,52,38,73,40,40,40,64,51,NA,NA,NA,0.342105263157895,0.784313725490196,9,0.470588235294118,2,2014
2151.AUS,AUS,1,wta310431,2151,0,Not Seeded,Mandy Minella,2,0,17,0,5,33,62,30,0,2,17,56,2,57,67,53,63,NA,62,NA,NA,NA,0,0.854838709677419,0,0.532258064516129,2,2014
2226.AUS,AUS,2,wta310431,2226,0,Not Seeded,Mandy Minella,2,0,16,2,0,32,42,36,2,3,21,55,3,58,38,24,0,NA,42,NA,NA,NA,0.666666666666667,0.571428571428571,0,0.761904761904762,2,2014
