key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year
1159.AUS,AUS,1,atpq927,1159,0,Not Seeded,Sam Querrey,4,1,39,47,4,82,122,74,24,4,60,63,45,81,51,35,57,82,122,132.352063896,111.84681456,86.370595688,1.04444444444444,0.286885245901639,23,0.672131147540984,1,2014
2302.AUS,AUS,3,wta190787,2302,17,Seeded,Samantha Stosur,3,1,31,21,1,64,93,69,3,2,42,68,30,61,69,29,25,69,93,115.575041712,100.662133104,86.99196688,0.7,0.311827956989247,18,0.688172043010753,2,2014
2203.AUS,AUS,2,wta190787,2203,17,Seeded,Samantha Stosur,2,0,14,23,5,30,58,24,4,3,20,59,15,83,59,60,38,76,58,114.332299328,103.768989064,84.506482112,1.53333333333333,1.03448275862069,19,0.517241379310345,2,2014
2105.AUS,AUS,1,wta190787,2105,17,Seeded,Samantha Stosur,2,0,19,19,7,39,74,48,6,1,28,65,18,58,42,58,70,70,74,114.332299328,101.283504296,85.127853304,1.05555555555556,0.783783783783784,13,0.527027027027027,2,2014
1152.AUS,AUS,1,atpg940,1152,0,Not Seeded,Samuel Groth,3,0,29,35,0,57,74,60,16,4,40,65,25,67,52,23,0,47,74,145.400858928,119.303268864,103.147617872,1.4,0.310810810810811,19,0.77027027027027,1,2014
1159.AUS,AUS,1,atpg725,1159,0,Not Seeded,Santiago Giraldo,4,1,39,35,2,73,108,73,9,3,51,65,41,70,55,30,29,50,108,126.138351976,108.7399586,84.506482112,0.853658536585366,0.277777777777778,26,0.675925925925926,1,2014
2116.AUS,AUS,1,wta310761,2116,7,Seeded,Sara Errani,2,0,17,6,2,26,49,43,1,0,21,77,11,49,38,40,40,100,49,88.234709264,80.156883768,72.700429464,0.545454545454545,0.816326530612245,5,0.530612244897959,2,2014
2401.AUS,AUS,4,wta230234,2401,1,Seeded,Serena Williams,3,0,28,22,2,56,79,63,13,4,43,66,31,68,41,31,67,67,79,120.546011248,106.254473832,90.09882284,0.709677419354839,0.392405063291139,9,0.708860759493671,2,2014
2301.AUS,AUS,3,wta230234,2301,1,Seeded,Serena Williams,2,0,18,25,4,35,60,27,10,2,20,48,21,74,52,48,57,33,60,118.06052648,105.011731448,87.613338072,1.19047619047619,0.8,15,0.583333333333333,2,2014
2101.AUS,AUS,1,wta230234,2101,1,Seeded,Serena Williams,2,0,15,31,5,28,58,20,6,2,20,59,17,100,57,55,50,91,58,119.303268864,108.118587408,87.613338072,1.82352941176471,0.948275862068966,25,0.482758620689655,2,2014
2201.AUS,AUS,2,wta230234,2201,1,Seeded,Serena Williams,2,0,15,24,4,36,61,33,10,2,28,66,19,85,47,52,57,75,61,116.817784096,101.904875488,83.88511092,1.26315789473684,0.852459016393443,14,0.590163934426229,2,2014
1130.AUS,AUS,1,atpsc77,1130,0,Not Seeded,Sergiy Stakhovsky,4,1,37,14,3,71,112,72,14,8,50,55,8,69,36,36,50,NA,112,NA,NA,NA,1.75,0.321428571428571,0,0.633928571428571,1,2014
2123.AUS,AUS,1,wta311168,2123,0,Not Seeded,Shahar Peer,2,0,17,23,3,23,49,44,2,1,21,80,38,48,18,47,43,39,49,NA,NA,NA,0.605263157894737,0.959183673469388,21,0.469387755102041,2,2014
2135.AUS,AUS,1,wta160471,2135,0,Not Seeded,Shuai Peng,3,0,31,36,6,56,96,69,3,5,40,63,54,58,39,45,60,67,96,109.982700984,91.962936416,74.56454304,0.666666666666667,0.46875,33,0.583333333333333,2,2014
2131.AUS,AUS,1,wta311779,2131,0,Not Seeded,Shuai Zhang,2,1,22,17,2,39,68,49,2,1,31,75,21,63,50,36,33,80,68,101.904875488,91.341565224,76.428656616,0.80952380952381,0.529411764705882,15,0.573529411764706,2,2014
2106.AUS,AUS,1,wta311493,2106,0,Not Seeded,Silvia Soler-Espinosa,2,0,17,11,0,32,44,30,3,2,18,50,23,60,47,23,0,100,44,NA,NA,NA,0.478260869565217,0.522727272727273,8,0.727272727272727,2,2014
2140.AUS,AUS,1,wta314320,2140,11,Seeded,Simona Halep,2,0,13,13,5,30,52,25,3,2,21,61,14,84,56,63,56,50,52,106.254473832,93.2056788,75.807285424,0.928571428571429,1.21153846153846,10,0.576923076923077,2,2014
2220.AUS,AUS,2,wta314320,2220,11,Seeded,Simona Halep,3,0,23,10,6,45,90,39,0,3,29,58,19,74,57,51,40,50,90,105.63310264,88.234709264,75.185914232,0.526315789473684,0.566666666666667,10,0.5,2,2014
2405.AUS,AUS,4,wta314320,2405,11,Seeded,Simona Halep,3,0,24,22,6,40,81,42,0,4,26,64,28,62,58,49,46,100,81,105.63310264,93.827049992,77.050027808,0.785714285714286,0.604938271604938,22,0.493827160493827,2,2014
2503.AUS,AUS,5,wta314320,2503,11,Seeded,Simona Halep,2,0,15,9,1,19,32,29,2,1,13,67,25,45,43,30,33,25,32,101.283504296,86.370595688,75.807285424,0.36,0.9375,7,0.59375,2,2014
2310.AUS,AUS,3,wta314320,2310,11,Seeded,Simona Halep,2,0,17,18,6,31,62,26,1,3,18,52,20,69,54,57,100,50,62,105.011731448,93.827049992,76.428656616,0.9,0.919354838709677,17,0.5,2,2014
2157.AUS,AUS,1,wta315683,2157,13,Seeded,Sloane Stephens,2,1,22,22,6,38,82,50,1,1,31,75,27,62,41,58,50,33,82,111.84681456,95.691163568,82.642368536,0.814814814814815,0.707317073170732,21,0.463414634146341,2,2014
2229.AUS,AUS,2,wta315683,2229,13,Seeded,Sloane Stephens,3,0,29,25,5,53,92,59,3,3,39,71,36,66,58,41,50,77,92,112.468185752,96.933905952,83.88511092,0.694444444444444,0.445652173913043,22,0.576086956521739,2,2014
2315.AUS,AUS,3,wta315683,2315,13,Seeded,Sloane Stephens,2,0,22,24,4,41,68,44,1,0,31,69,32,70,50,42,44,77,68,107.497216216,96.933905952,82.020997344,0.75,0.617647058823529,23,0.602941176470588,2,2014
2408.AUS,AUS,4,wta315683,2408,13,Seeded,Sloane Stephens,2,0,17,20,0,33,55,47,0,0,24,72,32,51,50,34,0,75,55,110.604072176,96.933905952,86.370595688,0.625,0.618181818181818,20,0.6,2,2014
1120.AUS,AUS,1,atpd616,1120,0,Not Seeded,Somdev Devvarman,3,1,33,6,2,62,89,54,6,1,34,52,1,63,56,28,29,NA,89,NA,NA,NA,6,0.314606741573034,0,0.696629213483146,1,2014
2137.AUS,AUS,1,wta312469,2137,21,Seeded,Sorana Cirstea,2,1,23,20,3,38,78,39,5,1,25,57,32,64,43,43,21,86,78,NA,NA,NA,0.625,0.551282051282051,15,0.487179487179487,2,2014
1504.AUS,AUS,5,atpw367,1504,8,Seeded,Stanislas Wawrinka,5,0,51,51,5,107,153,98,17,5,71,58,60,72,50,32,50,67,153,136.080291048,120.546011248,96.933905952,0.85,0.209150326797386,34,0.699346405228758,1,2014
1407.AUS,AUS,4,atpw367,1407,8,Seeded,Stanislas Wawrinka,3,2,35,57,2,78,118,60,14,3,54,56,37,90,51,37,40,68,118,137.323033432,122.410124824,96.31253476,1.54054054054054,0.313559322033898,43,0.661016949152542,1,2014
1701.AUS,AUS,7,atpw367,1701,8,Seeded,Stanislas Wawrinka,4,0,35,53,5,68,116,53,19,2,46,55,49,87,51,44,33,92,116,134.837548664,119.303268864,96.933905952,1.08163265306122,0.379310344827586,34,0.586206896551724,1,2014
1149.AUS,AUS,1,atpw367,1149,8,Seeded,Stanislas Wawrinka,2,0,15,23,4,26,54,22,4,1,20,63,11,91,46,50,44,93,54,132.352063896,117.439155288,92.584307608,2.09090909090909,0.925925925925926,19,0.481481481481481,1,2014
1602.AUS,AUS,6,atpw367,1602,8,Seeded,Stanislas Wawrinka,4,3,48,57,1,104,143,88,18,4,72,61,49,82,56,28,25,78,143,134.837548664,117.439155288,95.691163568,1.16326530612245,0.195804195804196,39,0.727272727272727,1,2014
1225.AUS,AUS,2,atpw367,1225,8,Seeded,Stanislas Wawrinka,4,1,41,61,6,88,142,69,9,4,57,56,46,83,56,40,35,79,142,132.973435088,111.84681456,94.448421184,1.32608695652174,0.28169014084507,52,0.619718309859155,1,2014
2143.AUS,AUS,1,wta312336,2143,0,Not Seeded,Stefanie Voegele,2,0,24,19,3,45,76,38,7,1,32,66,20,84,65,39,25,71,76,NA,NA,NA,0.95,0.513157894736842,12,0.592105263157895,2,2014
2222.AUS,AUS,2,wta312336,2222,0,Not Seeded,Stefanie Voegele,2,0,13,12,1,12,30,16,3,1,11,42,22,69,5,38,20,67,30,NA,NA,NA,0.545454545454545,1.26666666666667,9,0.4,2,2014
1121.AUS,AUS,1,atpr612,1121,0,Not Seeded,Stephane Robert,3,1,28,22,9,46,104,33,4,2,25,46,22,76,55,54,53,92,104,NA,NA,NA,1,0.519230769230769,18,0.442307692307692,1,2014
1211.AUS,AUS,2,atpr612,1211,0,Not Seeded,Stephane Robert,4,2,40,43,6,86,143,72,13,8,56,58,28,78,58,44,35,87,143,121.788753632,109.982700984,80.77825496,1.53571428571429,0.307692307692308,30,0.601398601398601,1,2014
1306.AUS,AUS,3,atpr612,1306,0,Not Seeded,Stephane Robert,3,1,29,35,4,65,105,63,7,5,54,72,23,86,46,43,40,82,105,120.546011248,109.982700984,82.020997344,1.52173913043478,0.40952380952381,28,0.619047619047619,1,2014
1403.AUS,AUS,4,atpr612,1403,0,Not Seeded,Stephane Robert,4,1,36,33,1,61,103,58,3,8,39,51,56,67,39,33,17,65,103,119.303268864,113.089556944,86.370595688,0.589285714285714,0.320388349514563,30,0.592233009708738,1,2014
1147.AUS,AUS,1,atpj386,1147,0,Not Seeded,Steve Johnson,5,0,46,21,4,78,129,69,21,12,50,53,12,72,45,36,67,NA,129,NA,NA,NA,1.75,0.27906976744186,0,0.604651162790698,1,2014
2146.AUS,AUS,1,wta317810,2146,0,Not Seeded,Storm Sanders,3,0,27,13,2,47,81,52,2,3,35,63,34,67,39,36,29,100,81,100.040761912,92.584307608,76.428656616,0.382352941176471,0.444444444444444,11,0.580246913580247,2,2014
2163.AUS,AUS,1,wta310053,2163,0,Not Seeded,Su-Wei Hsieh,3,0,24,14,1,48,75,53,1,5,33,58,39,62,39,34,25,69,75,NA,NA,NA,0.358974358974359,0.453333333333333,13,0.64,2,2014
2160.AUS,AUS,1,wta110552,2160,19,Seeded,Svetlana Kuznetsova,2,0,18,17,2,31,53,30,1,4,20,48,24,67,34,39,50,80,53,110.604072176,100.662133104,79.535512576,0.708333333333333,0.735849056603774,16,0.584905660377358,2,2014
2158.AUS,AUS,1,wta313051,2158,0,Not Seeded,Tadeja Majeric,3,1,32,4,3,64,99,72,4,7,54,72,7,75,36,36,50,NA,99,NA,NA,NA,0.571428571428571,0.363636363636364,0,0.646464646464647,2,2014
2152.AUS,AUS,1,wta311647,2152,0,Not Seeded,Teliana Pereira,2,1,23,3,2,57,84,70,3,7,43,68,7,61,42,36,50,NA,84,NA,NA,NA,0.428571428571429,0.428571428571429,0,0.678571428571429,2,2014
1130.AUS,AUS,1,atpg681,1130,0,Not Seeded,Teymuraz Gabashvili,4,1,37,5,9,73,133,66,5,4,49,58,4,74,50,46,53,NA,133,NA,NA,NA,1.25,0.345864661654135,0,0.548872180451128,1,2014
1215.AUS,AUS,2,atpg681,1215,0,Not Seeded,Teymuraz Gabashvili,5,1,50,24,5,88,146,97,2,4,62,68,51,64,57,36,29,60,146,123.652867208,106.875845024,87.613338072,0.470588235294118,0.246575342465753,22,0.602739726027397,1,2014
1308.AUS,AUS,3,atpg681,1308,0,Not Seeded,Teymuraz Gabashvili,3,0,25,27,0,48,66,63,3,5,38,69,33,60,36,25,0,37,66,120.546011248,110.604072176,91.962936416,0.818181818181818,0.378787878787879,24,0.727272727272727,1,2014
1102.AUS,AUS,1,atpkd46,1102,0,Not Seeded,Thanasi Kokkinakis,4,2,40,54,3,91,135,79,8,9,55,54,45,70,53,36,60,61,135,126.759723168,114.95367052,92.584307608,1.2,0.266666666666667,46,0.674074074074074,1,2014
1201.AUS,AUS,2,atpkd46,1201,0,Not Seeded,Thanasi Kokkinakis,3,0,26,21,0,43,61,52,4,3,33,67,24,63,38,24,0,80,61,126.138351976,116.196412904,95.069792376,0.875,0.39344262295082,17,0.704918032786885,1,2014
1126.AUS,AUS,1,atpbd20,1126,0,Not Seeded,Thomaz Bellucci,3,1,32,33,4,63,98,52,8,6,39,53,37,75,51,38,57,82,98,NA,NA,NA,0.891891891891892,0.387755102040816,25,0.642857142857143,1,2014
1213.AUS,AUS,2,atpbd20,1213,0,Not Seeded,Thomaz Bellucci,3,1,33,19,1,65,88,48,9,5,31,45,29,65,59,25,25,72,88,128.623836744,115.575041712,98.176648336,0.655172413793103,0.284090909090909,10,0.738636363636364,1,2014
1115.AUS,AUS,1,atpsf62,1115,0,Not Seeded,Tim Smyczek,3,0,22,8,1,38,55,54,8,5,28,61,5,52,29,28,50,NA,55,NA,NA,NA,1.6,0.509090909090909,0,0.690909090909091,1,2014
2154.AUS,AUS,1,wta317070,2154,0,Not Seeded,Timea Babos,3,0,32,8,5,63,120,67,8,11,46,60,11,69,38,43,21,NA,120,NA,NA,NA,0.727272727272727,0.358333333333333,0,0.525,2,2014
1103.AUS,AUS,1,atpk839,1103,0,Not Seeded,Tobias Kamke,4,1,43,6,2,87,138,66,6,8,51,49,8,77,51,34,17,NA,138,NA,NA,NA,0.75,0.246376811594203,0,0.630434782608696,1,2014
1309.AUS,AUS,3,atpba47,1309,7,Seeded,Tomas Berdych,3,0,26,32,5,56,93,41,13,1,37,57,26,90,61,47,56,72,93,133.59480628,123.652867208,96.31253476,1.23076923076923,0.505376344086022,19,0.602150537634409,1,2014
1217.AUS,AUS,2,atpba47,1217,7,Seeded,Tomas Berdych,3,0,26,29,5,52,93,42,5,4,37,64,13,88,63,49,63,84,93,132.352063896,116.817784096,94.448421184,2.23076923076923,0.526881720430108,24,0.559139784946237,1,2014
1133.AUS,AUS,1,atpba47,1133,7,Seeded,Tomas Berdych,3,0,28,35,4,58,97,47,9,0,39,66,17,83,79,42,29,57,97,135.458919856,121.788753632,98.176648336,2.05882352941176,0.43298969072165,26,0.597938144329897,1,2014
1405.AUS,AUS,4,atpba47,1405,7,Seeded,Tomas Berdych,3,0,25,38,5,54,92,37,4,3,33,52,17,89,62,44,29,83,92,136.080291048,119.924640056,95.069792376,2.23529411764706,0.478260869565217,34,0.58695652173913,1,2014
1503.AUS,AUS,5,atpba47,1503,7,Seeded,Tomas Berdych,4,0,35,43,5,79,128,67,10,4,52,52,62,78,44,42,38,64,128,134.837548664,120.546011248,93.827049992,0.693548387096774,0.328125,33,0.6171875,1,2014
1602.AUS,AUS,6,atpba47,1602,7,Seeded,Tomas Berdych,4,3,48,60,0,101,142,87,21,7,71,62,49,82,57,28,0,74,142,134.216177472,121.16738244,94.448421184,1.22448979591837,0.197183098591549,39,0.711267605633803,1,2014
1140.AUS,AUS,1,atph355,1140,12,Seeded,Tommy Haas,2,0,19,18,1,33,55,31,4,7,22,52,35,71,38,37,50,100,55,120.546011248,110.604072176,95.691163568,0.514285714285714,0.672727272727273,14,0.6,1,2014
1314.AUS,AUS,3,atpr419,1314,17,Seeded,Tommy Robredo,4,1,43,51,3,91,140,90,16,3,70,65,38,78,43,36,43,72,140,126.759723168,114.95367052,91.962936416,1.34210526315789,0.257142857142857,35,0.65,1,2014
1153.AUS,AUS,1,atpr419,1153,17,Seeded,Tommy Robredo,5,2,56,50,6,105,177,82,13,0,62,57,38,76,69,39,33,79,177,NA,NA,NA,1.31578947368421,0.220338983050847,37,0.593220338983051,1,2014
1227.AUS,AUS,2,atpr419,1227,17,Seeded,Tommy Robredo,4,2,42,66,4,99,159,82,17,3,61,58,25,74,63,39,31,76,159,128.623836744,114.332299328,93.2056788,2.64,0.245283018867925,49,0.622641509433962,1,2014
1407.AUS,AUS,4,atpr419,1407,17,Seeded,Tommy Robredo,3,2,35,24,1,67,96,76,1,0,53,71,22,70,45,27,25,81,96,123.652867208,114.95367052,92.584307608,1.09090909090909,0.28125,23,0.697916666666667,1,2014
2203.AUS,AUS,2,wta311041,2203,0,Not Seeded,Tsvetana Pironkova,2,0,14,5,0,19,30,27,1,2,15,57,19,56,20,27,0,83,30,114.332299328,100.040761912,73.321800656,0.263157894736842,0.9,4,0.633333333333333,2,2014
2106.AUS,AUS,1,wta311041,2106,0,Not Seeded,Tsvetana Pironkova,2,0,17,30,3,40,68,32,5,0,28,62,21,88,60,47,60,57,68,NA,NA,NA,1.42857142857143,0.691176470588235,25,0.588235294117647,2,2014
2141.AUS,AUS,1,wta311550,2141,0,Not Seeded,Vania King,2,0,17,12,1,25,42,35,1,2,20,69,28,57,31,33,50,36,42,90.09882284,83.88511092,70.836315888,0.428571428571429,0.785714285714286,11,0.595238095238095,2,2014
2220.AUS,AUS,2,wta120420,2220,0,Not Seeded,Varvara Lepchenko,3,0,23,23,2,44,66,56,1,4,34,63,47,61,30,33,100,90,66,101.283504296,91.962936416,78.914141384,0.48936170212766,0.5,22,0.666666666666667,2,2014
2139.AUS,AUS,1,wta120420,2139,0,Not Seeded,Varvara Lepchenko,3,0,27,32,3,57,93,60,3,5,42,64,52,70,44,40,33,85,93,NA,NA,NA,0.615384615384615,0.43010752688172,29,0.612903225806452,2,2014
1226.AUS,AUS,2,atppd07,1226,28,Seeded,Vasek Pospisil,4,2,42,46,4,90,132,77,13,3,59,60,47,77,61,34,80,64,132,130.48795032,118.06052648,94.448421184,0.978723404255319,0.257575757575758,33,0.681818181818182,1,2014
1152.AUS,AUS,1,atppd07,1152,28,Seeded,Vasek Pospisil,3,0,29,31,4,58,94,50,6,4,45,67,17,90,52,39,40,60,94,126.759723168,118.681897672,96.933905952,1.82352941176471,0.414893617021277,25,0.617021276595745,1,2014
2121.AUS,AUS,1,wta230220,2121,0,Not Seeded,Venus Williams,3,0,28,50,5,54,103,50,5,8,36,55,56,72,44,45,36,83,103,117.439155288,106.254473832,82.020997344,0.892857142857143,0.436893203883495,45,0.524271844660194,2,2014
2111.AUS,AUS,1,wta260142,2111,0,Not Seeded,Vera Zvonareva,2,0,16,14,0,31,40,41,2,4,22,65,43,54,41,20,0,63,40,101.904875488,95.691163568,83.263739728,0.325581395348837,0.5,12,0.775,2,2014
2201.AUS,AUS,2,wta313653,2201,0,Not Seeded,Vesna Dolonc,2,0,15,9,0,23,37,26,2,8,17,54,20,65,27,28,0,100,37,105.63310264,97.555277144,83.88511092,0.45,0.756756756756757,7,0.621621621621622,2,2014
2102.AUS,AUS,1,wta313653,2102,0,Not Seeded,Vesna Dolonc,3,0,26,7,5,43,78,48,7,4,33,65,4,69,38,45,50,NA,78,NA,NA,NA,1.75,0.576923076923077,0,0.551282051282051,2,2014
1110.AUS,AUS,1,atph528,1110,0,Not Seeded,Victor Hanescu,3,2,35,24,2,83,121,79,9,4,60,66,34,76,56,37,33,83,121,NA,NA,NA,0.705882352941177,0.305785123966942,15,0.685950413223141,1,2014
1205.AUS,AUS,2,atph528,1205,0,Not Seeded,Victor Hanescu,3,1,33,23,0,77,101,76,6,1,55,67,23,72,59,23,0,70,101,NA,NA,NA,1,0.227722772277228,17,0.762376237623762,1,2014
2504.AUS,AUS,5,wta312001,2504,2,Seeded,Victoria Azarenka,3,0,25,33,2,45,74,54,0,5,26,60,47,48,53,37,40,59,74,102.52624668,90.09882284,79.535512576,0.702127659574468,0.5,33,0.608108108108108,2,2014
2164.AUS,AUS,1,wta312001,2164,2,Seeded,Victoria Azarenka,2,1,21,27,5,45,80,56,0,7,41,75,32,73,21,55,100,88,80,97.555277144,86.99196688,77.050027808,0.84375,0.6875,27,0.5625,2,2014
2408.AUS,AUS,4,wta312001,2408,2,Seeded,Victoria Azarenka,2,0,17,20,3,42,74,44,3,7,32,69,20,73,50,49,21,76,74,102.52624668,94.448421184,83.263739728,1,0.662162162162162,17,0.567567567567568,2,2014
2232.AUS,AUS,2,wta312001,2232,2,Seeded,Victoria Azarenka,2,0,17,15,5,40,65,58,0,1,34,85,18,59,60,53,45,53,65,101.283504296,93.827049992,77.671399,0.833333333333333,0.815384615384615,15,0.615384615384615,2,2014
2316.AUS,AUS,3,wta312001,2316,2,Seeded,Victoria Azarenka,2,0,13,20,7,25,56,28,0,2,20,74,13,71,50,72,50,82,56,101.283504296,95.069792376,82.642368536,1.53846153846154,1.28571428571429,20,0.446428571428571,2,2014
1118.AUS,AUS,1,atpme31,1118,0,Not Seeded,Vincent Millot,5,1,51,54,11,97,173,95,18,9,63,57,68,66,48,46,42,73,173,NA,NA,NA,0.794117647058823,0.265895953757225,36,0.560693641618497,1,2014
1209.AUS,AUS,2,atpme31,1209,0,Not Seeded,Vincent Millot,3,0,28,22,3,45,68,54,2,7,25,55,55,46,44,31,75,60,68,121.788753632,108.7399586,88.856080456,0.4,0.455882352941176,20,0.661764705882353,1,2014
2114.AUS,AUS,1,wta180384,2114,0,Not Seeded,Virginie Razzano,2,2,26,21,2,57,82,51,7,9,39,58,41,76,49,35,67,73,82,NA,NA,NA,0.51219512195122,0.426829268292683,14,0.695121951219512,2,2014
2207.AUS,AUS,2,wta180384,2207,0,Not Seeded,Virginie Razzano,2,1,21,27,3,38,71,59,2,1,32,75,42,54,30,43,33,76,71,104.390360256,97.555277144,85.749224496,0.642857142857143,0.605633802816901,25,0.535211267605634,2,2014
1118.AUS,AUS,1,atpo234,1118,0,Not Seeded,Wayne Odesnik,5,1,51,39,7,89,158,111,11,2,67,67,73,60,41,42,35,59,158,NA,NA,NA,0.534246575342466,0.265822784810127,28,0.563291139240506,1,2014
2127.AUS,AUS,1,wta312536,2127,0,Not Seeded,Yanina Wickmayer,2,1,22,6,4,53,95,54,6,8,38,58,8,70,38,47,57,NA,95,NA,NA,NA,0.75,0.494736842105263,0,0.557894736842105,2,2014
2214.AUS,AUS,2,wta312536,2214,0,Not Seeded,Yanina Wickmayer,2,0,14,14,0,19,36,29,3,3,13,63,30,45,35,34,0,43,36,105.63310264,100.662133104,87.613338072,0.466666666666667,0.944444444444444,11,0.527777777777778,2,2014
2157.AUS,AUS,1,wta311137,2157,0,Not Seeded,Yaroslava Shvedova,2,1,22,14,4,32,61,44,3,13,22,58,43,50,31,43,67,50,61,108.7399586,98.176648336,79.535512576,0.325581395348837,0.704918032786885,11,0.524590163934426,2,2014
1206.AUS,AUS,2,atpl575,1206,0,Not Seeded,Yen-Hsun Lu,3,1,31,23,2,66,95,81,2,2,47,70,46,58,54,30,50,72,95,120.546011248,110.604072176,93.827049992,0.5,0.315789473684211,21,0.694736842105263,1,2014
1111.AUS,AUS,1,atpl575,1111,0,Not Seeded,Yen-Hsun Lu,3,0,24,9,9,44,101,47,9,5,33,62,5,70,38,56,47,NA,101,NA,NA,NA,1.8,0.554455445544555,0,0.435643564356436,1,2014
2150.AUS,AUS,1,wta314492,2150,0,Not Seeded,Ying-Ying Duan,2,1,19,1,1,40,62,45,1,1,24,60,1,53,53,34,20,NA,62,NA,NA,NA,1,0.548387096774194,0,0.645161290322581,2,2014
2149.AUS,AUS,1,wta317683,2149,0,Not Seeded,Yulia Putintseva,3,0,26,27,3,45,76,47,0,6,29,52,33,62,37,38,38,65,76,102.52624668,93.827049992,77.050027808,0.818181818181818,0.5,27,0.592105263157895,2,2014
2155.AUS,AUS,1,wta312015,2155,0,Not Seeded,Yung-Jan Chan,2,0,22,0,3,38,66,50,0,6,28,68,6,56,43,40,100,NA,66,NA,NA,NA,0,0.606060606060606,0,0.575757575757576,2,2014
2162.AUS,AUS,1,wta130698,2162,0,Not Seeded,Yvonne Meusburger,2,1,23,1,5,44,80,52,1,5,32,68,5,62,50,48,45,NA,80,NA,NA,NA,0.2,0.6,0,0.55,2,2014
2231.AUS,AUS,2,wta130698,2231,0,Not Seeded,Yvonne Meusburger,3,0,26,18,8,43,92,56,0,5,38,67,34,68,18,53,53,75,92,100.040761912,87.613338072,81.399626152,0.529411764705882,0.576086956521739,18,0.467391304347826,2,2014
2316.AUS,AUS,3,wta130698,2316,0,Not Seeded,Yvonne Meusburger,2,0,13,5,1,12,25,30,0,5,8,70,18,27,31,34,50,100,25,95.069792376,86.370595688,80.77825496,0.277777777777778,1.36,5,0.48,2,2014
2219.AUS,AUS,2,wta315696,2219,0,Not Seeded,Zarina Diyas,2,0,16,27,5,37,66,42,1,1,27,70,15,64,56,56,100,100,66,NA,NA,NA,1.8,0.848484848484849,26,0.560606060606061,2,2014
2138.AUS,AUS,1,wta315696,2138,0,Not Seeded,Zarina Diyas,2,0,18,1,5,39,72,48,1,4,33,74,4,69,35,51,83,NA,72,NA,NA,NA,0.25,0.708333333333333,0,0.541666666666667,2,2014
2310.AUS,AUS,3,wta315696,2310,0,Not Seeded,Zarina Diyas,2,0,17,9,2,23,42,33,0,3,16,61,32,48,33,38,50,78,42,102.52624668,91.962936416,80.156883768,0.28125,0.904761904761905,9,0.547619047619048,2,2014
1129.AUS,AUS,1,atpz272,1129,0,Not Seeded,Ze Zhang,4,0,38,20,1,69,101,64,7,6,44,58,48,69,53,28,20,59,101,130.48795032,116.817784096,96.31253476,0.416666666666667,0.277227722772277,13,0.683168316831683,1,2014
